username,likes,comments,text,hashtags,date,time,day_of_week,hour
companhiadasletras,462,11,"SE VOCÊ GOSTOU DE “PESSOAS NORMAIS”, VAI AMAR “ESTÁ TUDO BEM”   “Está tudo bem” pode ser a próxima leitura perfeita para os leitores que se encantaram por “Pessoas normais”, de Sally Rooney, uma história única e envolvente sobre dois jovens que devem enfrentar a eletricidade do primeiro amor em meio às sutilezas das classes sociais e dos problemas familiares.  Quando Jess conhece Josh na faculdade, ela o detesta imediatamente. Depois da formatura, porém, os dois acabam indo trabalhar no mesmo banco de investimentos. E então o que começou como uma amizade tempestuosa se transforma em um romance eletrizante que deixa ambos chocados: afinal, é possível se apaixonar por alguém tão diferente? Mas, se no princípio o namoro parece mágico, logo a realidade se impõe e Jess é forçada a se perguntar quem ela realmente é e o que está disposta a ceder de si mesma em nome do amor.  “[Está tudo bem] não é uma comédia romântica. É uma história sobre uma mulher negra, vivendo em um espaço branco, tentando descobrir quem ela é e, o mais importante, quem ela tem o direito de ser.” - Cecilia Rabess, autora do livro.  Já disponível nas principais livrarias e lojas. Tradução de Steffany Dias","['editoraparalela', 'estatudobem', 'everythingsfine', 'pessoasnormais', 'normalpeople', 'bookstagram', 'igliterario']",2024-04-12,15:29:39,sexta,15
companhiadasletras,484,25,"EM JUNHO: ""VENTO VAZIO"", DE MARCELA DANTÉS  Na Quina da Capivara, ninguém está imune ao vento Vazio, penetrante e enlouquecedor. Cruzando as vozes alucinantes de quatro moradores atormentados por suas histórias, Marcela Dantés (@marceladantes) escreve um romance original, em que culpa, obsessões e segredos flertam com a perda de contato com a realidade.  Lançamento: 18/06 Já em pré-venda: link nos destaques.  Sinopse: Não fosse a querida Teodora, Miguel Sem-Fim não teria encontrado um lar na Quina da Capivara, lugar em que chegou desnorteado, o corpo coberto de queimaduras. Também foi graças à amiga que conseguiu o trabalho de vigia na usina eolioelétrica. Ele parecia ter achado o prumo, mas, quando fecharam-na sem explicação, um abismo se abriu em sua consciência, trazendo à tona lembranças terríveis, que o levam ao limite da sanidade. Nesta terra desolada, as pessoas sabem que não se deve sair quando sopra o enlouquecedor vento Vazio. Cícera o teme, mas prefere ficar no quintal quando ele chega, obstinada em cavar um buraco infinito ao redor da casa, enquanto cuida da filha ainda bebê. Já Alma não leva a sério a crendice, e a órfã Maura, menina de comportamento impulsivo e fala desconexa, requer atenção especial, com ou sem vento. Um tríptico narrado a quatro vozes, ""Vento Vazio"" desdobra a vida desses moradores, ligados tanto pelo espaço que partilham quanto pelos fantasmas que os acompanham. Pensamentos recorrentes e lembranças que não podem ser apagadas se movem ao sabor do vento neste romance único de Marcela Dantés, no qual sentimentos represados são um convite para perder o juízo.  “Marcela Dantés é uma escritora que não foge da luta de criar personagens complexos. Sustenta a palavra, conta um enredo e soma sua voz às vozes dos melhores contadores de histórias da tradição brasileira.” — Socorro Acioli (@socorroacioli)  Capa de Alceu Chiesorin Nunes (@alchnunes) com arte de Sabatina Leccia","['prévenda', 'ventovazio', 'marceladantes', 'literatura', 'literaturanacional']",2024-04-12,13:05:02,sexta,13
companhiadasletras,494,3,"""O MÁGICO"" + 5 RETRATOS FICCIONAIS DE ESCRITORES REAIS Crescendo entre os privilégios burgueses da Alemanha do início do século XX, o jovem Thomas Mann começa, não sem dificuldades, a embarcar na carreira literária. Sua sensibilidade artística é acompanhada por uma forma intensa e apaixonada de vivenciar as relações. No entanto, seus anos de fama coincidem com a ascensão de Hitler ao poder. Esta é a premissa de ""O mágico"", de Colm Tóibín. Generoso e sensível, este romance reflete as inquietudes e as instabilidades do século XX a partir de um protagonista real que retornou à sua pátria para a encontrar desfigurada pelo horror irreparável da guerra. Na galeria, conheça este e outros retratos ficcionais da vida de escritores e escritoras.  ""O mágico"", de Colm Tóibín (trad. Christian Schwartz)  ""Euforia"", de Elin Cullhed (trad. Kristin Lie Garrubo)  ""Autobiografia"", de José Luís Peixoto  ""Boca do inferno"", de Ana Miranda  ""As horas"", de Michael Cunningham (trad. Beth Vieira)  ""Quem matou Roland Barthes?"", de Laurent Binet (trad. Rosa Freire D'Aguiar)  Agora é sua vez: qual livro você adicionaria nessa lista?","['companhiadasletras', 'colmtoibin', 'elincullhead', 'thomasmann', 'sylviaplath', 'joseluispeixoto', 'bocadoinferno', 'anamiranda', 'ashoras', 'michaelcunningham', 'virginiawoolf', 'laurentbinet']",2024-04-11,21:00:12,quinta,21
companhiadasletras,4548,85,"""A VITÓRIA DA DEMOCRACIA FOI POR UM TRIZ"" Historiadora, cientista política e professora titular-livre da Universidade Federal de Minas Gerais (UFMG), Heloisa Murgel Starling é pesquisadora imprescindível da ditadura e da república brasileira. Recentemente, ela esteve no programa Roda Viva (@rodaviva_tvcultura) para falar sobre os 60 anos do golpe de 1964 e seu novo livro seriado, ""A máquina do golpe"". Confira um trecho da participação da pesquisadora.  Sobre ""A máquina do golpe"" Análise precisa e inédita do golpe de 1964, ""A máquina do golpe"" já está disponível nas plataformas de download. A obra terá seu primeiro lançamento de forma serializada, em formato digital. Serão três partes, cada uma com dois capítulos do livro, que será publicado na íntegra, em formato físico, este ano. Nesta primeira parte, ""Engrenagens militares e apoio externo"", a autora revisita a mobilização nacional, política e militar, assim como o auxílio prestado pelo governo dos Estados Unidos.","['heloisastarling', 'rodaviva', 'amáquinadogolpe', 'nãoficção']",2024-04-11,19:00:52,quinta,19
companhiadasletras,293,6,"UMA HISTÓRIA DE AMOR PARA SER TATUADA NA PELE  Clarice é uma jovem tatuadora que não consegue se tatuar. Há algo de misterioso no fato de a tinta não se fixar em sua pele. Um dia, conhece Lívia, uma restauradora de livros, e desse encontro vai nascer uma relação que mudará a vida de ambas. ""PIGMENTO"" é a graphic novel de estreia de um dos nomes mais originais da nova geração do quadrinho brasileiro, Aline Zouvi (@alinezouvi). Já nas livrarias!  Neste sábado (13/04), às 16h, Aline Zouvi conversa com Carol Ito (@carolito.hq), na Livraria Ugra (@ugra_press), Consolação — SÃO PAULO (SP). Após o bate-papo, haverá sessão de autógrafos.  Sobre o livro: Num universo feito de tinta e símbolos, e repleto de referências (de Emil Ferris a Virginia Woolf, de René Magritte a Ana Cristina César, de Carl G. Jung a Paul B. Preciado), Aline Zouvi arma uma teia fascinante em que desejo, sexualidade e autodescoberta se conectam aos mistérios (e possibilidades) do corpo e do inconsciente. Uma história de amor contada com frescor e vitalidade. Afinal, mesmo que não saibamos exatamente qual o caminho, guiados pelo traço destemido e cheio de ternura de Zouvi, estaremos protegidos.  “'Pigmento' leva a gente por tintas e palavras, sobre peles e papéis, até o fundo de ofícios reais e de afetos e conexões inesperadas. Não dá pra sair igual dessa história da Aline Zouvi” ― Laerte (@laerteminotaura)  “Brinco que Aline Zouvi é a nossa Alison Bechdel, mas eu sei que Aline Zouvi é a nossa Aline Zouvi. Acompanho seu trabalho há anos e me emociono a cada quadradinho que leio” ― Natalia Borges Polesso (@nataliaborgespolesso)  Capa de Alissa Queiroz","['alinezouvi', 'pigmento', 'quadrinhosnacia', 'literaturanacional', 'quadrinhos', 'hq']",2024-04-11,17:01:06,quinta,17
companhiadasletras,901,3,"MALALA NO BRASIL  A ativista e escritora paquistanesa Malala Yousafzai (@malala) está em São Paulo (SP) como palestrante principal do VTEX Day (@vtexday), um dos maiores eventos de comércio digital do mundo. Na galeria, conheça os livros da mais jovem vencedora do Nobel da Paz e descubra biografias que falam sobre ela.  “Eu sou Malala (Edição juvenil)”, de Malala Yousafzai e Patricia McCormick (trad. Alexandra Esteche, @editoraseguinteoficial)  “Malala: Minha história em defesa dos direitos das meninas”, de Malala Yousafzai e Patricia McCormick (trad. Lígia Azevedo, @editoraseguinteoficial)  “Livre para voar: A jornada de um pai e a luta pela igualdade”, de Ziauddin Yousafzai e Louise Carpenter (trad. Denise Bottmann)  “Malala e seu lápis mágico”, de Malala Yousafzai (trad. Lígia Azevedo, @companhiadasletrinhas)  “Malala pelo direito das meninas à educação”, de Raphaële Frier (trad. Eliana Aguiar, @pequenazahar)  “Eu sou Malala”, de Malala Yousafzai e Christina Lamb (trad. George Schlesinger, Luciano Vieira Machado, Denise Bottmann e Caroline Chang)  “Malala, a menina que queria ir para a escola”, de Adriana Carranca (@companhiadasletrinhas)  “Longe de casa”, de Malala Yousafzai (trad. Lígia Azevedo, @editoraseguinteoficial)","['malala', 'malalanobrasil', 'literatura', 'literaturainfantil', 'nobeldapaz', 'malalayousafzai']",2024-04-11,14:57:59,quinta,14
companhiadasletras,440,6,"DO MAIS RECENTE VENCEDOR DO NOBEL  Vencedor do prêmio Nobel de Literatura em 2023, Jon Fosse é considerado um dos grandes autores de sua geração, com uma obra que inclui prosa, poesia, ensaios, contos, livros infantis e peças teatrais. A Companhia publica:  ""É a Ales"" Um romance hipnótico e inesquecível sobre um homem que sai com um barco para nunca mais voltar, de uma mulher que permanece à sua espera e das marcas indeléveis que unem cinco gerações de uma família.  ""Trilogia"" Através de uma profusão de referências históricas, culturais e teológicas, Fosse trata de temas como injustiça, resistência, crime e redenção e oferece um retrato assombroso – e sublime – dos sacrifícios que fazemos por aqueles que amamos.  Traduções de Guilherme da Silva Braga  Capas de Raul Loureiro","['jonfosse', 'éaales', 'trilogia', 'nobeldeliteratura', 'nobelprize', 'literatura']",2024-04-11,13:00:17,quinta,13
companhiadasletras,489,10,"3 CLÁSSICOS MODERNOS IMPERDÍVEIS  Clássicos são histórias inesgotáveis, que permitem inúmeras releituras, pois seus sentidos e interpretações tendem ao infinito. Para celebrar os livros modernos que a cada dia parecem ocupar um lugar incontornável na cultura, preparamos uma campanha especial, que chega em breve. Enquanto isso, aquecemos com estas indicações especiais.  Até domingo (14), a Companhia está com um cupom de 30% de desconto em livros selecionados na Amazon, incluindo estas três leituras indispensáveis. Use COMPANHIA30 e garanta esses e outros títulos! Link para a página nos stories.  CADERNO PROIBIDO - Alba de Céspedes De uma das grandes autoras de língua italiana do século XX, uma obra que se destaca pela profundidade das personagens femininas. Um romance onde a autora demonstra todo seu talento ao retratar a intimidade de uma mulher comum e as mudanças da sociedade italiana no pós-guerra. (Trad. Joana Angélica d’Avila Melo)  O QUARTO DE GIOVANNI - James Baldwin Lançado em 1956, esta é uma obra-prima da literatura americana. Com pinceladas autobiográficas, um romance que explora as agruras de personagens que enfrentam o vazio existencial ao perceber a fragilidade dos laços e as frustrações de seus desejos. (Trad. Paulo Henriques Britto)  SENHOR DAS MOSCAS - William Golding Um dos livros essenciais da literatura mundial, já foi visto como uma alegoria, uma parábola, um tratado político e até mesmo uma visão do apocalipse. Um romance indispensável do vencedor do prêmio Nobel, sobre a natureza do mal e a tênue linha que separa a civilidade da barbárie. (Trad. Sérgio Flaksman)  Agora é sua vez: qual livro você adicionaria a esta lista de clássicos modernos?","['clássicosmodernos', 'companhiadasletras', 'literaturamundial', 'senhordasmoscas', 'williamgolding', 'cadernoproibido', 'albadecéspedes', 'oquartodegiovanni', 'jamesbaldwin']",2024-04-10,23:00:51,quarta,23
companhiadasletras,2153,25,"5 CURIOSIDADES SOBRE MILAN KUNDERA  Neste abril, Milan Kundera completaria 95 anos. Escritor essencial do século XX, sua obra foi traduzida para mais de 50 idiomas, o que reflete a relevância de suas ideias em todo mundo. Na galeria, confira cinco curiosidades sobre o autor.  Desde 2014, a Companhia das Letras publica as obras de Kundera em novo projeto gráfico, em capa dura. Já estão disponíveis ""A insustentável leveza do ser"", ""A festa da insignificância"", ""A imortalidade"", ""Os testamentos traídos"", ""A arte do romance"" e ""Um Ocidente sequestrado"".  Traduções de Teresa Bulhões Carvalho da Fonseca","['milankundera', 'literatura', 'ainsustentávellevezadoser', 'literaturafrancesa', 'literaturatcheca']",2024-04-10,21:00:18,quarta,21
companhiadasletras,407,2,"""LIA"" NA IMPRENSA  Primeiro romance de Caetano W. Galindo (@caetanowgalindo), tradutor de ""Ulysses"" e autor de ""Latim em pó"", ""Lia"" costura fragmentos de uma existência numa prosa inovadora, revelando com maestria a matéria de que é feita uma vida. A obra tem sido destaque na imprensa, confira na galeria!  Leia a sinopse Romances podem ser como filmes. Este é um álbum de retratos. Como fotos, os capítulos devem ser vistos por si sós. Como álbum, o livro pode ser lido em qualquer ordem: o que lhe dá sentido (nos dois sentidos) é a vida que registra. É assim que vamos conhecer Lia. Alguém que acompanhamos por toda uma vida feita à nossa frente em fragmentos, lascas e relances. Não é assim, afinal, que conhecemos todas as pessoas da nossa vida?  Capa de Alceu Chiesorin Nunes (@alchnunes)","['caetanowgalindo', 'caetanogalindo', 'lia', 'literatura', 'literaturacontemporânea']",2024-04-10,17:01:26,quarta,17
companhiadasletras,884,8,"O QUE A TRAGÉDIA DE UM NAVIO BRITÂNICO REVELA SOBRE COMO IMPÉRIOS MOLDAM A HISTÓRIA  ""OS NÁUFRAGOS DO WAGER"", uma reconstituição brutal das grandes navegações, é destaque na Folha de S.Paulo (@folhadespaulo). Em entrevista a Walter Porto, David Grann apresentou este novo livro, seu processo e a importância da literatura para uma educação anticolonialista e comentou como o caso Wager reverbera na modernidade — para o autor, esta é uma obra ""sobre a natureza humana, o imperialismo, os sistemas de classe"".  Leia a entrevista completa em: bit.ly/wagerfolha  Sobre o livro: Em 28 de janeiro de 1742, uma embarcação apareceu na costa do Brasil, tripulada por trinta homens famélicos, à beira da morte, com uma história assombrosa para contar. Eram sobreviventes do Wager, um navio britânico que naufragara em uma ilha deserta na costa da Patagônia. Abandonados durante meses e sob circunstâncias adversas, eles construíram o próprio navio e viajaram por mais de cem dias, sendo recebidos como heróis. Mas seis meses depois uma outra nave chegou à costa chilena, desta vez com apenas três náufragos e uma narrativa muito diferente: os trinta marinheiros que desembarcaram no Brasil não eram heróis, e sim amotinados. Assim começou uma guerra de versões entre os dois grupos, demonstrando que, enquanto estavam na ilha, a tripulação do Wager entrou em guerra, com facções lutando pelo domínio da região. Com mais acusações de traição e assassinato, o Almirantado convocou uma corte marcial para determinar quem estava dizendo a verdade, num processo que punha a vida de todos em xeque. Indo além da aventura histórica, David Grann mostra em ""Os náufragos do Wager"" que o que estava sob julgamento não eram apenas o capitão e seus tripulantes, mas a própria ideia de império. Já nas livrarias!  Tradução de Pedro Maia Soares @walter.rporto","['bookstagram', 'bookgram', 'osnáufragosdeweger', 'literatura', 'davidgrann', 'literaturacontemporânea', 'AssassinosDaLuaDasFlores']",2024-04-10,15:00:19,quarta,15
companhiadasletras,2421,39,"""UMA FAMÍLIA FELIZ"": NAS LIVRARIAS E NOS CINEMAS  Neste suspense psicológico, Eva tem a vida perfeita ― até descobrir que está grávida e seu mundo virar de cabeça para baixo. O mais legal sobre a nova história original de Raphael Montes (@raphael_montes) é que temos duas versões que se complementam: um livro e um filme, cheios de semelhanças e diferenças. Confira na galeria!  O filme ""UMA FAMÍLIA FELIZ"" tem direção de José Eduardo Belmonte e é estrelado por Grazi Massafera (@massafera) e Reynaldo Gianecchini (@reynaldogianecchini). O roteiro do longa é do nosso mestre do suspense, que também estreia como diretor assistente.  Sobre o livro: Em ""UMA FAMÍLIA FELIZ"", Raphael Montes desbrava as tensões das relações familiares e do mundo de aparências de um condomínio perfeito, em uma trama complexa sobre infância e maternidade. Conhecido por seus suspenses de tirar o fôlego, com mais de 500 mil exemplares vendidos, o autor inova ao começar este thriller psicológico pelo último capítulo. Assim, como uma bomba-relógio prestes a detonar, acompanhamos os caminhos surpreendentes e as tensões que levam essa família feliz a um final avassalador. Já nas livrarias e lojas on-line. Leia antes de assistir!  Capa de Rafael Nobre (@rafaelnobrestudio)","['companhiadasletras', 'literaturabrasileira', 'thrillerpsicológico', 'umafamíliafeliz', 'raphaelmontes']",2024-04-10,13:00:35,quarta,13
companhiadasletras,572,7,"| A cronologia do golpe: 9 de abril de 1964 Pouco mais de uma semana após o golpe, no dia 9 de abril de 1964, o autoproclamado “Comando Supremo da Revolução” – formado pelos ministros da Marinha, Exército e Aeronáutica – se reuniu no Palácio Duque de Caxias, sede do Ministério da Guerra, no Rio de Janeiro. O objetivo era assinar e tornar público o documento de 11 artigos que lançava as bases institucionais da ditadura. “Para demonstrar que não pretendemos radicalizar o processo revolucionário”, registraram os Comandantes-em-Chefe das três Forças, “decidimos manter a Constituição de 1946, limitando-nos a modificá-la”. Só que, na prática, a conversa era outra: o Ato Institucional fixava a eleição imediata e indireta para presidente e vice-presidente da República, transferia boa parte dos poderes do Legislativo para o Executivo, limitava o Judiciário, promovia cassações e suspendia garantias constitucionais e direitos políticos. O Ato também previa uma nova eleição presidencial para o dia 3 de outubro de 1965. Não foi o que aconteceu. Por isso mesmo ficou conhecido como AI-1: era apenas o primeiro de uma série de 17 Atos Institucionais, promulgados nos primeiros cinco anos de Ditadura Militar.  PARA LER E NÃO ESQUECER: “FELIZ ANO VELHO”, de Marcelo Rubens Paiva “A TORRE”, de Luiza Villaméa ""HERÓI MUTILADO"", de Laura Mattos ""K - RELATO DE UMA BUSCA"", de B. Kucinski ""NARCISO EM FÉRIAS"", de Caetano Veloso  Com o mote esta campanha busca relembrar, com olhar crítico e atento, um passado não tão recente de nossa história, cujas consequências sentimos até hoje.  Conteúdo e consultoria: Danilo Marques","['LerParaNãoEsquecer', 'LerParaNãoEsquecer', 'ditaduranuncamais', '60anosdogolpe']",2024-04-10,01:00:26,quarta,1
companhiadasletras,809,10," LANÇAMENTOS DA SEMANA  Eles chegaram! De vozes da nova geração de escritoras latino-americanas, passando por uma graphic novel original e pelas memórias de um socioambientalista, a Companhia publica quatro obras neste início de abril. Os livros já estão disponíveis online e nas livrarias de todo o país:  ""Bruxas"", de Brenda Lozano (trad. Silvia Massimini Felix)  ""Um prego no espelho"", de Tércia Montenegro (@literatercia3)  ""Uma enciclopédia nos trópicos: Memórias de um socioambientalista"", de Beto Ricardo e Ricardo Arnt (@editorazahar com @socioambiental)  ""Pigmento"", de Aline Zouvi (@alinezouvi, @quadrinhosnacia) Já garantiu os seus? Boas leituras!  @desenhoeditorial","['lançamentos', 'bruxas', 'umpregonoespelho', 'pigmento', 'umaenciclopédianostrópicos', 'companhiadasletras', 'zahar', 'quadrinhosnacia']",2024-04-09,21:00:26,terça,21
companhiadasletras,709,13,"""FACA"" + 5 LIVROS PARA CONHECER SALMAN RUSHDIE  Autor de mais de uma dúzia de livros, Salman Rushdie nasceu em Bombaim, na Índia, em 1947. Em 2023, ele foi nomeado uma das cem pessoas mais influentes do ano pela Time. É autor de mais de uma dúzia de livros, entre os quais ""Os versos satânicos"", que lhe valeu o Whitbread Prize e uma sentença de morte promulgada pelo aiatolá Khomeini, culminando no atentado que quase lhe tomou a vida em 2022. Seu novo livro, ""FACA"", é um relato íntimo e potente, no qual Salman Rushdie relembra este acontecimento e elabora sua traumática experiência, respondendo à violência com arte. Com tradução de Cássio Arantes Leite e José Rubens Siqueira, esta reflexão emocionante sobre a vida, a perda e o amor ― e sobre como encontrar forças para um novo começo ― já está em pré-venda. Garanta seu exemplar! Nesta galeria, apresentamos ainda outras cinco portas de entrada para o universo irônico e imaginativo de Rushdie. Confira!  ""Os filhos da meia-noite"" (trad. Donaldson M. Garschagen)  ""Vergonha"" (trad. José Rubens Siqueira)  ""Dois anos, oito meses e 28 noites"" (trad. Donaldson M. Garschagen)  ""Quichotte"" (trad. Jorio Dauster)  ""Cidade da vitória"" (trad. Paulo Henriques Britto) Todos estes títulos estão disponíveis em livrarias e lojas on-line. Boa leitura!","['companhiadasletras', 'bookstagram', 'bookgram', 'salmanrushdie', 'literatura']",2024-04-09,15:00:35,terça,15
companhiadasletras,518,7,"PARTICIPE DO CLUBE LEIA MULHERES EM MAIO  As inscrições para a nova edição do clube on-line Leia Mulheres + Companhia já estão abertas! A participação no clube é gratuita e para todos, mas as vagas são limitadas. É necessário se inscrever até 02/05 para receber o link para o encontro online, indicações de leituras relacionadas e poder concorrer a sorteios. O formulário já está disponível em bit.ly/clubeleiacarolina.  Conheça “O ESCRAVO”, de Carolina Maria de Jesus Neste romance inédito escrito na década de 1950, conhecemos a verve ficcionista da autora de “Quarto de despejo” e “Casa de alvenaria”. Os protagonistas dessa história são os primos Rosa e Renato, que, embora apaixonados, acabam seguindo caminhos distintos, sobretudo por pressão da família abastada do rapaz. O texto é resgatado e estabelecido diretamente do manuscrito original, conservando o projeto literário e estético da autora, e acompanha prefácio de Denise Carrascosa e posfácio de Fernanda Silva e Sousa.  SOBRE O CLUBE LEIA MULHERES + COMPANHIA Com encontros realizados sempre na primeira quarta-feira do mês, às 19h30, o clube Leia Mulheres + Companhia pretende ler e discutir obras escritas por mulheres e publicadas pela editora. Em junho, vamos ler “Água turva”, de Morgana Kretzmann.  O clube Leia Mulheres + Companhia completa um ano em maio! Qual foi seu livro preferido até agora?  Para acompanhar as novidades do projeto e ainda receber o formulário de inscrição em primeira mão, assine a newsletter Clubes & Companhia: bit.ly/clubesecompanhia.","['leiamulheres', 'oescravo', 'carolinamariadejesus', 'literatura', 'literaturacontemporânea']",2024-04-08,23:00:16,segunda,23
companhiadasletras,2134,45,"A trama real de traições e assassinatos de “Os náufragos do Wager”, best seller do americano @david_grann , o mesmo autor de “Assassinos da Lua das Flores”. Um livro de aventuras clássico, ágil e profundo, novo lançamento da @companhiadasletras . Tem até o Brasil na história... Leiam e me contem!","['publi', 'livro', 'literatura', 'davidgrann', 'wager', 'indicação']",2024-04-08,21:31:11,segunda,21
companhiadasletras,3069,21,"AILTON KRENAK NA ABL  Neste mês, Ailton Krenak tomou posse de seu título na Academia Brasileira de Letras (@abletras_oficial). Primeiro indígena eleito imortal, ele assume a cadeira número cinco, que pertencia anteriormente ao acadêmico José Murilo de Carvalho. Voz fundamental da contemporaneidade, o ativista, filósofo e escritor nos provoca com a radicalidade de seu pensamento insurgente, que demove o senso comum e invoca o maravilhamento. Na galeria, saiba mais sobre os três livros de Ailton Krenak.  Para aproveitar Até domingo (14), a Companhia está com um cupom de 30% de desconto em livros selecionados na Amazon, incluindo as três obras do novo imortal da ABL. Use COMPANHIA30 e garanta esses e outros títulos! Link para a página nos stories.  Garapa/Coletivo Multimídia","['ailtonkrenak', 'abl', 'academiabrasileiradasletras', 'literaturanacional', 'literaturacontemporâna']",2024-04-08,15:00:29,segunda,15
companhiadasletras,1362,19,"TRÊS ANOS SEM ALFREDO BOSI Em 07 de abril de 2021, perdíamos Alfredo Bosi, um dos maiores críticos e historiadores literários do país. Membro da Academia Brasileira de Letras de 2003 a 2021, o pesquisador nasceu em São Paulo, em 1936. É autor, entre outros livros, de ""Dialética da colonização"",""Literatura e resistência"" e ""Ideologia e contraideologia"". Na galeria, saiba mais sobre as três obras.  Bosi cursou letras neolatinas na Universidade de São Paulo e estudou filosofia da renascença e estética na Facoltà di Lettere de Florença. Lecionou literatura italiana na USP. De 1996 a 1999, foi professor convidado na École des Hautes Études en Sciences Sociales e, entre 1997 e 2001, diretor do Instituto de Estudos Avançados. Em 2009, recebeu o título de professor emérito de literatura brasileira da USP.  Para visitar Até 26 de maio, o Centro MariAntonia da USP apresenta a exposição gratuita ""Alfredo Bosi: entre a crítica e a utopia"", realizada em parceria com o Instituto de Estudos Avançados. Com curadoria de Viviana Bosi, professora de literatura e filha de Alfredo e Ecléa Bosi, a mostra parte do acervo do pesquisador para iluminar aspectos de uma trajetória marcada por fortes compromissos éticos na vida pessoal, acadêmica e na militância. Visite de terça a domingo e feriados, das 10 às 18 horas.","['alfredobosi', 'literatura', 'dialéticadacolonização', 'literaturaeresistência', 'ideologiaecontraideologia']",2024-04-07,21:00:15,domingo,21
companhiadasletras,387,2,"SE VOCÊ GOSTOU DESSAS HISTÓRIAS, VAI GOSTAR DE ""OS SUBSTITUTOS""  Em seu novo romance, Bernardo Carvalho constrói uma complexa relação entre pai e filho, enquanto nos convida a olhar para a tragédia de um país. ""OS SUBSTITUTOS"" é uma reflexão incômoda sobre a história do Brasil dos últimos sessenta anos, meclando temas ecológicos urgentes e personagens dispostos a tudo por poder e dinheiro. Já nas livrarias!  Sobre o livro: Durante a ditadura brasileira, um pai e seu filho de onze anos partem numa viagem à Amazônia. Num bimotor sobrevoam a floresta. O pai, um empresário em conluio com militares ligados ao governo, tem a tarefa de negociar a madeira da região com grupos estrangeiros. Enquanto o país sucumbe em tenebrosas transações, o menino se envolve mais e mais na leitura de uma novela de ficção científica na qual, após o fim do nosso planeta, um grupo de eleitos parte numa jornada exploratória do espaço. Um romance tensionado todo o tempo entre a perspectiva do menino que vive a história enquanto ela acontece e a do adulto que rememora.","['literatura', 'companhiadasletras', 'literaturabrasileira', 'bernardocarvalho', 'ossubstitutos', 'novenoites']",2024-04-07,18:00:23,domingo,18
companhiadasletras,2144,37,"""UMA FAMÍLIA FELIZ"" NAS LIVRARIAS E NOS CINEMAS  ""UMA FAMÍLIA FELIZ"", a nova história original de Raphael Montes (@raphael_montes), chegou aos cinemas! Neste suspense psicológico, Eva, interpretada por Grazi Massafera (@massafera), tem a vida perfeita ― até descobrir que está grávida e seu mundo virar de cabeça para baixo. Quer uma dica? Leia o livro e assista ao filme!  No filme, Reynaldo Gianecchini (@reynaldogianecchini) interpreta Vicente, um jovem advogado em ascensão, pai dos filhos de Eva. Após o nascimento da terceira criança, acontecimentos estranhos começam a rodear esta família, colocando em cheque o estado emocional e psicológico da protagonista. ""UMA FAMÍLIA FELIZ"" tem direção de José Eduardo Belmonte, e Raphael Montes como diretor assistente e roteirista.  Sobre o livro: Em ""UMA FAMÍLIA FELIZ"", Raphael Montes desbrava as tensões das relações familiares e do mundo de aparências de um condomínio perfeito, em uma trama complexa sobre infância e maternidade. Conhecido por seus suspenses de tirar o fôlego, com mais de 500 mil exemplares vendidos, o autor inova ao começar este thriller psicológico pelo último capítulo. Assim, como uma bomba-relógio prestes a detonar, acompanhamos os caminhos surpreendentes e as tensões que levam essa família feliz a um final avassalador. Já nas livrarias e lojas on-line. Leia antes de assistir!  Capa de Rafael Nobre (@rafaelnobrestudio)","['companhiadasletras', 'literaturabrasileira', 'thrillerpsicológico', 'umafamíliafeliz', 'raphaelmontes']",2024-04-07,15:31:27,domingo,15
companhiadasletras,638,31,"É DIA DO JORNALISTA  Neste 07 de abril, marca-se o Dia do Jornalista. Na galeria, selecionamos cinco livros para mergulhar no jornalismo brasileiro. De investigações políticas a pesquisas aprofundadas sobre cultura nacional e estrangeira, os livros revelam a potência e o fôlego do trabalho de nossos jornalistas brasileiros:  “O negócio do Jair”, de Juliana dal Piva (@juliana.dalpiva, @editorazahar)  “Milicianos”, de Rafael Soares (@rafpsoares, @editora_objetiva)  “Rainhas da noite”, de Chico Felitti (@chicofelitti)  “Sempre Paris”, de Rosa Freire d’Aguiar  “A máquina do ódio”, de Patricia Campos Mello (@patacamposmello) Boas leituras!","['diadojornalismo', 'jornalismo', 'nãoficção', 'reportagem', 'editorazahar', 'editoraobjetiva', 'companhiadasletras']",2024-04-07,12:59:46,domingo,12
companhiadasletras,305,2,"O QUE OS CIENTISTAS IGNORAM?  “ADMIRÁVEL NOVO MUNDO”, de Bernardo Esteves (@beesteves), assume a difícil tarefa de descolonizar a história humana no continente americano. Somos apresentados a outras narrativas possíveis que — seja pelo imperialismo científico, seja pelo desinvestimento na produção acadêmica brasileira, seja pelo silenciamento da perspectiva dos povos indígenas americanos sobre a sua própria ancestralidade — são menosprezadas mundo afora.  Neste livro, o autor recorre aos saberes indígenas e às mais variadas disciplinas para narrar a história dos primeiros povos americanos. Não fosse uma questão suficientemente fascinante, o jornalista e doutor em história das ciências, nos indaga: o que os cientistas ignoram ao construírem suas verdades?  Este livro contou com apoio do @institutoserrapilheira  Capa de Alceu Chiesorin Nunes (@alchnunes)  @laura_liuzzi","['institutoserrapilheira', 'admirávelnovomundo', 'bernardoesteves', 'história']",2024-04-06,21:02:16,sábado,21
